image,pred,precision,recall,f1,r1_f1,r2_f1,rl_f1,exact_match,normalized_exact_match,char_lev_ratio,token_jaccard
636.png,একজন পুরুষ বসে আছে।,0.7499999981250001,0.3333333329629629,0.4615384565680474,0.4615384565680474,0.18181817752066123,0.4615384565680474,0,0,0.36363636363636365,0.3333333329629629
1393.png,কিছু মানুষ বসে আছে।,0.49999999875,0.2857142853061225,0.36363635834710756,0.36363635834710756,0.0,0.36363635834710756,0,0,0.3571428571428571,0.2222222219753086
8985.png,একটি <unk>,0.4999999975,0.3333333322222222,0.39999999360000005,0.39999999360000005,0.0,0.39999999360000005,0,0,0.09999999999999998,0.249999999375
8975.png,একজন পুরুষ দাড়িয়ে আছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33333333333333337,0.0
5627.png,কয়েকজন পুরুষ দাড়িয়ে আছে।,0.49999999875,0.16666666652777776,0.2499999959375,0.2499999959375,0.14285713928571436,0.2499999959375,0,0,0.5625,0.14285714275510203
IMG_20220921_123453.jpg,একটি ছেলে ডকের রেলিং এ বসে আছেন,0.2857142853061225,0.1999999998,0.23529411252595167,0.23529411252595167,0.0,0.14285713765306143,0,0,0.41666666666666663,0.14285714275510203
2374652725_32f90fa15c.jpg,বরফে দুটি কুকুর বরফে খেলছে,0.3999999992,0.16666666652777776,0.23529411321799312,0.23529411321799312,0.13333332924444455,0.23529411321799312,0,0,0.32499999999999996,0.14285714275510203
1613.png,১ জন পুরুষ বসে আছে।,0.3999999992,0.49999999875,0.4444444385185186,0.4444444385185186,0.28571428000000004,0.4444444385185186,0,0,0.5333333333333333,0.2857142853061225
7353.png,একজন পুরুষ মাথায় নিয়ে দাড়িয়ে আছে।,0.49999999916666665,0.4285714279591837,0.4615384558579882,0.4615384558579882,0.0,0.4615384558579882,0,0,0.36,0.29999999969999996
1134.png,একটি শিশু আছে।,0.6666666644444444,0.49999999875,0.5714285648979592,0.5714285648979592,0.0,0.5714285648979592,0,0,0.46153846153846156,0.3999999992
3125309108_1011486589.jpg,একজন ফুটবল খেলোয়াড় বল হাতে নিয়ে দাঁড়িয়ে আছেন,0.24999999968749997,0.2222222219753086,0.23529411238754333,0.23529411238754333,0.0,0.11764705370242234,0,0,0.35,0.13333333324444444
