image,pred,precision,recall,f1,r1_f1,r2_f1,rl_f1,exact_match,normalized_exact_match,char_lev_ratio,token_jaccard
636.png,একজন পুরুষ ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন নারী ও একজন,0.099999999975,0.4444444439506172,0.1632653030570596,0.1632653030570596,0.0851063801177004,0.1632653030570596,0,0,0.1777777777777778,0.3333333329629629
1393.png,কয়েকজন মানুষ দাড়িয়ে আছে।,0.7499999981250001,0.4285714279591837,0.5454545398347109,0.5454545398347109,0.2222222172839507,0.5454545398347109,0,0,0.4285714285714286,0.37499999953124996
8985.png,দূরে একজন মানুষ হেঁটে যাচ্ছে।,0.1999999996,0.3333333322222222,0.24999999468750006,0.24999999468750006,0.0,0.24999999468750006,0,0,0.2777777777777778,0.14285714265306124
8975.png,একজন পুরুষ বসে আছে।,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33333333333333337,0.0
5627.png,কয়েকজন মানুষ দাড়িয়ে আছে।,0.49999999875,0.49999999875,0.4999999937500001,0.4999999937500001,0.33333332722222225,0.4999999937500001,0,0,0.6875,0.33333333277777777
IMG_20220921_123453.jpg,একজন লোক মঞ্চের উপর একটি মেয়ে একটি <unk> ডাইভিং সরঞ্জামের কাছে একটি <unk> ডাইভিং সরঞ্জামের কাছে একটি <unk> ডাইভিং সরঞ্জামের কাছে একটি <unk> ডাইভিং সরঞ্জামের কাছে একটি <unk> ডাইভিং সরঞ্জামের কাছে একটি <unk> ডাইভিং সরঞ্জামের কাছে একটি <unk> ডাইভিং সরঞ্জামের,0.0499999999875,0.1999999998,0.07999999676800014,0.07999999676800014,0.0,0.07999999676800014,0,0,0.15517241379310343,0.11764705875432525
2374652725_32f90fa15c.jpg,একটি কালো কুকুর একটি বরফের মধ্যে দাঁড়িয়ে আছে।,0.6249999992187499,0.3846153843195266,0.4761904710204082,0.4761904710204082,0.374999994609375,0.3809523758730159,0,0,0.6,0.28571428551020406
1613.png,কয়েকজন মানুষ দাড়িয়ে আছে।,0.49999999875,0.49999999875,0.4999999937500001,0.4999999937500001,0.0,0.4999999937500001,0,0,0.5625,0.33333333277777777
7353.png,একজন পুরুষ মাথায় ইট নিয়ে দাড়িয়ে আছে।,0.4285714279591837,0.4285714279591837,0.42857142295918377,0.42857142295918377,0.0,0.42857142295918377,0,0,0.31999999999999995,0.2727272724793388
1134.png,৪ জন বাচ্চা মেয়ে পিঠে <unk> সাহায্য নিচ্ছে এবং ৪ জন বাচ্চা ভিক্ষুক এবং ৪ জন বাচ্চা ভিক্ষুক এবং ৪ জন বাচ্চা ভিক্ষুক এবং ৪ জন বাচ্চা ভিক্ষুক এবং ৪ জন বাচ্চা ভিক্ষুক এবং ৪ জন বাচ্চা ভিক্ষুক এবং ৪,0.12499999996875,0.3571428568877551,0.18518518127572023,0.18518518127572023,0.0769230731434913,0.14814814425240067,0,0,0.22388059701492535,0.21052631567867036
3125309108_1011486589.jpg,একজন ফুটবল খেলোয়াড় বল হাতে নিয়ে খেলা খেলছে।,0.24999999968749997,0.2222222219753086,0.23529411238754333,0.23529411238754333,0.0,0.11764705370242234,0,0,0.35,0.13333333324444444
2371749487_d80195a2e7.jpg,একটি <unk> চার চাকার গাড়িতে একটি <unk> চার চাকার গাড়িতে করে,0.2727272724793388,0.2727272724793388,0.2727272674793389,0.2727272674793389,0.09999999490000026,0.2727272674793389,0,0,0.30000000000000004,0.15384615372781063
634.png,একজন পুরুষ মাথায় গোল হওয়া ভিক্ষা চাচ্ছে,0.2857142853061225,0.2857142853061225,0.28571428030612256,0.28571428030612256,0.0,0.28571428030612256,0,0,0.40740740740740744,0.16666666652777776
3180.png,একজন পুরুষ ও একজন নারী দাড়িয়ে আছে।,0.571428570612245,0.6666666655555555,0.6153846094674558,0.6153846094674558,0.0,0.3076923022485208,0,0,0.56,0.49999999937499995
5999.png,একটি <unk>,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2727272727272727,0.0
502671104_b2114246c7.jpg,একটি শিশু একটি ছোট বাচ্চা সাঁতার কাটছে,0.2857142853061225,0.2222222219753086,0.24999999476562512,0.24999999476562512,0.1428571377551022,0.24999999476562512,0,0,0.4054054054054054,0.15384615372781063
6214.png,একটি <unk> একটি মন্দির।,0.7499999981250001,0.1874999998828125,0.29999999650000003,0.29999999650000003,0.1111111082098766,0.29999999650000003,0,0,0.25,0.13333333324444444
2877088081_7ca408cb25.jpg,একজন স্কেটবোর্ডার একটি বাঁকে ঘুরছে,0.5999999988,0.4285714279591837,0.4999999943055557,0.4999999943055557,0.3999999944,0.4999999943055557,0,0,0.6896551724137931,0.3333333329629629
3352791995_8db4979aca.jpg,একজন মহিলা একটি ছোট ছেলেকে জড়িয়ে আছে,0.2857142853061225,0.24999999968749997,0.2666666613333334,0.2666666613333334,0.0,0.2666666613333334,0,0,0.5,0.16666666652777776
3336759846_5220e27deb.jpg,একজন মহিলা এক নারীর পাশ দিয়ে ছবি তুলছে,0.37499999953124996,0.37499999953124996,0.37499999453125,0.37499999453125,0.14285713765306143,0.37499999453125,0,0,0.5,0.23076923059171597
514222285_aa0c8d05b7.jpg,একজন লোক একটি বরফের পাহাড়ে স্কি করছে,0.2857142853061225,0.24999999968749997,0.2666666613333334,0.2666666613333334,0.0,0.2666666613333334,0,0,0.5,0.16666666652777776
8281.png,একটি শিশু পানিতে সাঁতার কাটছে,0.5999999988,0.7499999981250001,0.6666666602469137,0.6666666602469137,0.28571428000000004,0.4444444385185186,0,0,0.3939393939393939,0.49999999916666665
