image,pred,precision,recall,f1,r1_f1,r2_f1,rl_f1,exact_match,normalized_exact_match,char_lev_ratio,token_jaccard
636.png,তিনজন পুরুষ ও একটি শিশু বসে আছে।,0.571428570612245,0.28571428551020406,0.3809523761451248,0.3809523761451248,0.21052631124653745,0.3809523761451248,0,0,0.48484848484848486,0.24999999984375
1393.png,কিছু মানুষ বসে আছে।,0.49999999875,0.2857142853061225,0.36363635834710756,0.36363635834710756,0.0,0.36363635834710756,0,0,0.3571428571428571,0.2222222219753086
8985.png,দূরে শহীদ মিনারের সামনে একটি নৌকা যাচ্ছে।,0.14285714265306124,0.3333333322222222,0.1999999954000001,0.1999999954000001,0.0,0.1999999954000001,0,0,0.28260869565217395,0.1111111109876543
8975.png,দেয়ালে দুইটা ছেলে শুয়ে আছে।,0.1999999996,0.12499999984374999,0.15384614887573977,0.15384614887573977,0.0,0.15384614887573977,0,0,0.2857142857142857,0.08333333326388888
5627.png,কয়েকজন মানুষ দাড়িয়ে আছে।,0.49999999875,0.49999999875,0.4999999937500001,0.4999999937500001,0.33333332722222225,0.4999999937500001,0,0,0.6875,0.33333333277777777
IMG_20220921_123453.jpg,একটি মেয়ে জলের <unk> নিয়ন্ত্রণ <unk>,0.16666666638888888,0.0999999999,0.12499999515625017,0.12499999515625017,0.0,0.12499999515625017,0,0,0.2857142857142857,0.07692307686390532
2374652725_32f90fa15c.jpg,একটি কালো কুকুর মুখে নিয়ে দাঁড়িয়ে আছে।,0.4285714279591837,0.29999999969999996,0.35294117121107266,0.35294117121107266,0.2666666615111111,0.35294117121107266,0,0,0.48571428571428577,0.24999999979166665
1613.png,১ জন মহিলা খাতায় কিছু মানুষ।,0.16666666638888888,0.08333333326388888,0.11111110654321005,0.11111110654321005,0.0,0.11111110654321005,0,0,0.26315789473684215,0.0624999999609375
7353.png,একজন পুরুষ মাথায় ইট নিচ্ছে।,0.1999999996,0.14285714265306124,0.16666666152777793,0.16666666152777793,0.0,0.16666666152777793,0,0,0.31999999999999995,0.09090909082644627
1134.png,৪ জন বাচ্চা ছেলে সামনের জনের হাতে বই নিচ্ছে বসে।,0.29999999969999996,0.21428571413265304,0.24999999493055564,0.24999999493055564,0.18181817681818194,0.24999999493055564,0,0,0.4285714285714286,0.149999999925
3125309108_1011486589.jpg,কিছু লোক একটি রাগবী খেলায় অংশগ্রহণ করছে,0.2857142853061225,0.2222222219753086,0.24999999476562512,0.24999999476562512,0.0,0.24999999476562512,0,0,0.3928571428571429,0.14285714275510203
